what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470530526928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530528240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530585101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530586059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530596519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530599638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530602675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530605008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530666608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530671266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530689469
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470530689616
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470530689674
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470530695636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530701251
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530702366
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1470530702386
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470530702491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530709275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470530718992
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470530719121
